tweet_id,label
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,SIM
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589072219900063744,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,INCONCLUSIVO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589072219900063744,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,INCONCLUSIVO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589072219900063744,NAO
1612396015968985089,NAO
1612208438129590272,SIM
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589072219900063744,NAO
1612396015968985089,NAO
1612208438129590272,SIM
1607071927075758084,NAO
1589681666280525825,NAO
1612168005139456002,NAO
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,NAO
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589072219900063744,NAO
1612396015968985089,NAO
1612208438129590272,SIM
1607071927075758084,SIM
1612801850981638144,NAO
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,INCONCLUSIVO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589072219900063744,NAO
1612396015968985089,NAO
1612208438129590272,SIM
1607071927075758084,SIM
1612801850981638144,NAO
1610630233236856832,SIM
1589681666280525825,NAO
1612168005139456002,SIM
1612248046485520385,SIM
1590706491753127937,NAO
1616480418752270339,NAO
1589069568764702720,NAO
1587818252323127296,NAO
1605688342645022725,NAO
1589793107729518592,SIM
1612189213981638656,SIM
1612416527097122818,SIM
1591600867031007235,NAO
1615376754654478338,NAO
1589072219900063744,NAO
1612396015968985089,NAO
1612208438129590272,SIM
1607071927075758084,SIM
1612801850981638144,NAO
1610630233236856832,SIM
1612197363824693252,SIM
1612448028492791815,NAO
1612448028492791815,NAO
1617618179739783170,INCONCLUSIVO
1612448028492791815,NAO
1617618179739783170,INCONCLUSIVO
1618309523005140993,NAO
1612448028492791815,NAO
1617618179739783170,INCONCLUSIVO
1618309523005140993,NAO
1611137310975827970,NAO
1612448028492791815,NAO
1617618179739783170,NAO
1618309523005140993,NAO
1611137310975827970,NAO
1587770100261818368,NAO
1612553726455062536,NAO
1589374702753316864,NAO
1612228555559112705,SIM
1593629710591741952,NAO
1612395795185016844,NAO
1617572754693451776,NAO
1614281426043641856,NAO
1613184530419949569,NAO
1613314617635409920,NAO
1607484853246623746,SIM
1611384318735024128,SIM
1587601637295767552,SIM
1609712270661259264,NAO
1614829317430693888,NAO
1587853686893867008,SIM
1614057224178991105,NAO
1587824047496351744,NAO
1601240100079169536,NAO
1621010671487033346,NAO
1587612358238674944,SIM
1587363126344880128,NAO
1587982444321558528,NAO
1612197204264980486,SIM
1597549206692319233,NAO
1602630413553438722,SIM
1604294517208801280,NAO
1596047717398360065,SIM
,SIM
1587450308007006208,SIM
1611615071179874304,NAO
1590095392724914176,SIM
1609391312096169986,SIM
1587470723978756096,SIM
1612198030987468800,SIM
1589925377601810439,NAO
1587616326440337411,SIM
1612300874679820289,NAO
1591618418989764608,NAO
1590401367889289217,NAO
1591037993951072256,NAO
1615743670480785414,NAO
1587617800146788352,SIM
1587844664471785472,NAO
1612198844456132609,SIM
1587515656374722562,NAO
1587731934909808640,SIM
1617484204542918656,SIM
1621956541380190213,NAO
1610435224432787458,SIM
1612364321127911425,SIM
1590297330418610178,NAO
1612493891822882826,NAO
1589798303327477760,NAO
1590324984010125314,SIM
1612490480784388096,NAO
1591361628779720705,NAO
1614376952156065798,SIM
1612184629670281216,SIM
1612290188859801603,SIM
1612163984207261698,SIM
1613289108104794125,NAO
1603196362203471873,NAO
1588156033456914435,NAO
1614753518186909696,NAO
1612184777552961537,SIM
1602732859386695683,NAO
1589772430972571648,NAO
1612744685990051841,SIM
1589201768034217984,NAO
1612938309575053312,SIM
1588107897568989184,SIM
1617140943702093824,NAO
1606728667748765697,SIM
1612204467855982593,SIM
1602638888962490368,NAO
1615625111607906308,NAO
1614015615840276499,NAO
1587395958291193856,SIM
1612166391288791040,SIM
1617502105446801409,NAO
1615117100888231938,NAO
1609280035105406976,SIM
1603404697200906242,NAO
1615875778008256513,SIM
1612163307691036674,NAO
1614626968703565824,NAO
1609884851800252416,NAO
1590433698398494720,SIM
1612777658294890496,NAO
1612174109101760512,SIM
1588478744658083842,NAO
1590039894717771777,SIM
1588276227319959552,NAO
1612169629262045185,SIM
1611112715161927681,NAO
1587470233446522883,NAO
1619288106984931328,NAO
1588427751471878145,NAO
1587473974107193344,SIM
1587967031399301120,NAO
1612665439351410690,SIM
1589560881440239617,NAO
1587938526229778432,NAO
1590669606364270594,SIM
1609284356178317317,NAO
1612232225755389953,SIM
1609396013013532673,NAO
1612133591940751360,NAO
1587534841846943745,NAO
1607015898476613633,SIM
1610646315888689152,NAO
1604483762766708738,SIM
1589358743489167361,NAO
1612255727971622915,NAO
1612397451172012032,SIM
1590226194171318272,NAO
1611526373004410880,NAO
1612476014763933703,NAO
1618772107382632448,SIM
1612230377963196417,SIM
1612961981597913089,SIM
1612420017374760960,SIM
1612204905409699845,SIM
1589743458356727808,NAO
1612853690423021570,SIM
1622825514191802369,NAO
1604220185547784195,NAO
1589560972129497088,NAO
1614059009190907904,SIM
1618432929692266500,NAO
1588906403556601857,NAO
1612222952149229568,SIM
1607783203636662272,NAO
1612526995715551232,NAO
1612182017466138625,SIM
1615024580174675972,NAO
1590180002871459841,NAO
1612191658405429248,NAO
1588575078450548736,SIM
1590667429453369344,NAO
1620159151631663105,NAO
1587937246443106305,NAO
1612264101798879233,SIM
1614572797719707650,NAO
1587945890349817867,NAO
1612859457498759168,NAO
1615627045576347649,NAO
1590728514877423616,SIM
1597233186668695553,SIM
1612943083506892800,NAO
1590297026298011648,SIM
1612672112443129856,SIM
1612187855530463233,SIM
1612175971515510790,SIM
1596346197375066112,SIM
1588646760020611072,NAO
1612636694062276612,NAO
1598845627005161472,NAO
1588331440906854406,SIM
1595580128293228545,NAO
1611728838379053056,NAO
1587533571111223298,NAO
1588892602526752768,NAO
1587945962814709761,NAO
1612641568153821184,SIM
1611760793040875525,SIM
1615064331019816962,NAO
1616507035318902785,NAO
1612791913224044545,SIM
1587526178134441986,NAO
1588527901410197506,SIM
1587523095514025985,SIM
1587806494439141376,SIM
1620831796115144704,SIM
1612264285241053185,SIM
1612577533966585857,SIM
1604444211109154817,NAO
1603451656334708736,NAO
1591041667834212355,NAO
1587930939367227393,NAO
1587444990074126336,SIM
1587927413131837440,NAO
1588138899431477253,NAO
1612192233683390464,SIM
1612195523561246728,SIM
1600436541918175232,NAO
1612172766081617920,SIM
1614958606985891843,SIM
1590468675190272000,SIM
1612169881352392706,SIM
1614375052429987842,SIM
1609261381554937858,SIM
1612201967975124994,SIM
1615166425236127744,NAO
1587905583079862273,NAO
1587369772823547905,SIM
1587415689358643200,NAO
1603026664803696646,NAO
1612183712342450179,SIM
1593585413062594560,NAO
1588101476400123904,NAO
1612169321777664002,SIM
1612548375353630723,SIM
1611013652286414849,NAO
1607674797068283906,SIM
1613300642516279298,SIM
1612222639979872258,NAO
1590703053845716993,NAO
1612169707356049408,SIM
1590354174663065603,SIM
1612859805827485698,NAO
1603390280140455942,SIM
1587449993325121536,SIM
1587333852665712640,NAO
1588464720016801793,SIM
1621542662221225984,NAO
1587925804289179648,SIM
1612972475570180096,NAO
1612182108381892608,SIM
1589968649993216003,NAO
1587927047778996224,SIM
1591528765829840896,NAO
1587445806990348288,SIM
1587621701780738057,NAO
1612547406154895360,SIM
1622394225928142848,NAO
1603461749000359936,SIM
1589597776148471810,NAO
1589228052986626049,SIM
1587306481250074624,SIM
1604147240637190148,SIM
1607930710127702016,NAO
1611558122081996806,SIM
1607455299127869440,NAO
1612170571042770952,SIM
1603119847688355841,NAO
1588489120388907009,NAO
1613227025162186753,NAO
1589732669193003008,NAO
1610806047618531328,SIM
1599740875034095616,NAO
1614017511275614215,NAO
1589337982951362560,NAO
1612208572309413889,SIM
1612745951348772866,SIM
1612247905687027712,SIM
1610082531386302468,NAO
1612948479164162048,NAO
1596306480642260993,NAO
1587880760186322944,NAO
1619161912012578817,SIM
1587516147469258752,NAO
1588535515628048385,SIM
1617819106442612736,SIM
1613377842972364800,NAO
1589027295192571904,NAO
1612534328348516355,NAO
1609665831281086465,SIM
1612135384011382784,SIM
1612209066847117314,SIM
1612165000126402560,SIM
1615431863807393793,NAO
1612205342108131332,SIM
1612396721320902657,SIM
1612207183436865536,SIM
1587750773936488448,NAO
1587818898761695239,NAO
1612276560827924482,NAO
1591621599379476481,NAO
1612191827586580490,SIM
1588991407557349377,NAO
1612621488112242690,SIM
1587570757508497409,SIM
1612990661350854662,NAO
1602602819630006273,NAO
1612348827314552832,NAO
1587505690314260480,NAO
1609348746218815488,NAO
1612614902799126528,SIM
1587439847022665731,NAO
1618375195139641349,NAO
1621936248158830599,SIM
1612550197023744025,NAO
1612604638825709568,NAO
1613204490139668481,NAO
1587462534516416512,NAO
1612223978642219008,SIM
1607518157790404610,NAO
1613906704055554049,SIM
1587956192348971015,NAO
1606415310977998850,NAO
1612227491015393281,SIM
1590405125839126529,NAO
1623401035224973315,NAO
1607066805205438465,SIM
1588313924642148352,NAO
1616039054541299713,NAO
1588497256684322816,NAO
1587471960019189761,SIM
1602677286184026113,SIM
1614674722519764993,SIM
1618335655532318722,NAO
1612256141408604160,NAO
1590916095434756096,NAO
1606422141234290691,NAO
1614071153437609984,NAO
1621489268458758148,NAO
1590930067194269698,NAO
1612191676847558659,SIM
1587847046207524864,NAO
1588981639774109697,NAO
1603122758526717952,NAO
1617122493185265664,NAO
1606862601941667840,SIM
1588119715712565249,SIM
1587561398695088130,NAO
1612227779373764608,SIM
1612247516929458179,NAO
1602622570490208257,SIM
1621811428658388993,NAO
1602619623081476096,NAO
1588154941973176320,NAO
1587787790405754880,NAO
1587974417174482944,SIM
1621867296418369537,NAO
1613257466472439821,SIM
1589742974501785600,NAO
1590433190065623040,NAO
1612180423806980096,SIM
1612113098021769217,NAO
1620191797090881537,SIM
1611870350798618625,NAO
1614834980730949632,NAO
1587825719844954117,NAO
1589090045570723840,SIM
1605834352335675393,NAO
1587287762901913602,SIM
1620403316231667712,NAO
1587931624955842561,NAO
1612218185272401920,SIM
1588137964827279364,NAO
