text,id,media,rotulo_gpt,rotulo_maritaca
"@luglob20 @choquei bolsominios be like:\n bandido, vagabundo, preto e gay tem q mata, tem q libera arma pra mata, tem q ter intervenção militar pra mata, blablala ditadura pra mata\n\nbolsominions a semanas sem trabalha por pura paranoia e birra: oh mds q ato lindo, a policia esta oprimindo eles 😭",1612230377963196417,0.98316877,SIM,SIM
"Sinto a falta de fuzil, umas bombas, e boa munição contra esses terroristas.\n\nBandido bom, é bandido morto, espero que todos morram, bando de bandido filho da put@\n\n#brasilia #BolsonaroCovarde #Terrorismo https://t.co/SX1teEy3Ru",1612209066847117314,0.9751021,SIM,SIM
VAGABUNDOS terroristas destruindo brasília. todo bolsonarista que chegar perto de mim vai levar um murro vou tratar como se fosse nazista,1612174109101760512,0.97875882,SIM,SIM
"boa tarde gente, tem que matar esses terroristas de Brasília aí papo de enforcamento em praça pública e os caralho. bom domingo a todos",1612191827586580490,0.97913105,SIM,SIM
"quero intervenção militar pra matar esses capetas petistas esse bando de satanás que votou no lula pra acabar com essa palhaçada de mulher com mulher \n-Um homem de família, obreiro da igreja. https://t.co/aBBLO89uIn",1587974417174482944,0.98470187,SIM,SIM
"Brasilia anunció este lunes un fortalecimiento de la seguridad en las sedes de los poderes públicos vandalizadas el 8 de enero por seguidores del expresidente ultraderechista Jair Bolsonaro, al tiempo que las autoridades detuvieron a uno de los presuntos organizadores del ataque",1615166425236127744,0.00283575335,NÃO,NÃO
@MauMeirelles https://t.co/2LPeuakY9T,1587982444321558528,0.00288940783,NÃO,NÃO
Tem Q meter bala nesses terroristas ai de Brasília,1612208572309413889,0.98924732,SIM,SIM
As emoções determinam a forma como nos relacionamos com o mundo. Conhecer suas manifestações e funções pode atenuar o sofrimento psíquico e ajuda a lidar melhor com as questões do dia a dia,1622394225928142848,0.0011830324,NÃO,NÃO
"🚧 Atualização dos pontos com interdição de pista devido a manifestações populares:\n\n- BR-060/GO, km 101 (Anápolis);\n\n- BR-262/MG, km 368 (Juatuba);\n\n- BR-262/MG km 631 (Araxá) - automóveis e ambulâncias liberadas no sentido BH;\n\n- BR-262/MG km 694 (Araxá)",1587439847022665731,0.0004697153,NÃO,NÃO
"@abdiel_pazini Não gosto de nem um nem outro, todos tem que ser presos, terroristas principalmente porque são perigosos, truculentos, temos mais de 2 mil em Brasília guardados na papuda e na colmeia, vamos endireitar este Brasil, chega de matar indígenas, doentes de covid, famintos, negros",1619161912012578817,0.97629359,SIM,SIM
"Disse que não ia falar de política, mas eu queria que houvesse uma intervenção militar em cima desses bolsobostas,.mandando bala em cima deles igual é feito dentro das comunidades, mata eles também ué, são arruaceiros, bederneiros e terroristas, mate eles igual muitos inocentes,",1612548375353630723,0.98924732,SIM,SIM
"vocês precisam perceber que, uma vez que você mude a concepção de si mesmo, o mundo ao seu redor mudará. é por isso que tantas pessoas obtêm suas manifestações trabalhando em seu autoconceito.",1598252680870506498,0.0008492995,NÃO,NÃO
"China 🇨🇳: Os protestos dos últimos dias, já são as maiores manifestações contra o governo chinês desde 1989.",1598416607772278784,0.000298804925,NÃO,NÃO
"Bolsonarista são terroristas, merecem intervenção militar no rabo mesmo.",1612195523561246728,0.98126392,SIM,SIM
@reportersalles Recomendo.\nhttps://t.co/cb9790mddu,1590405125839126529,0.00296304773,NÃO,NÃO
"bolsonaristas seus arrombados \nse meu biquíni da shein ficar preso na porra das manifestações eu vou matar vocês no soco porra \né inacreditável que ainda tenha uns 20 desempregado que fica lá sentado o dia inteiro, devem tá fedendo a cu \nputos",1590354174663065603,0.9760479,SIM,SIM
"era só me dar um fuzil que eu resolvia o problema de Brasília rapidinho, tem que derrubar esses terroristas bolsonaristas desgraçados e ponto final",1612204467855982593,0.98470187,SIM,SIM
"Mesas de diálogo, lançamentos de livros, exposições de arte e artesanato, música, poesia, samba, HipHop, capoeira e outras manifestações culturais ocuparam as ruas da “cidade heroica” à beira do Rio Paraguaçu.",1589768448715812864,2.858892e-05,NÃO,NÃO
"Agressões, intimidações, ataques a tiros, até quando?\nbolsinaristas são nazifascistas! bolsonarismo mata! \n\nhttps://t.co/k3pgBitdWm",1597233186668695553,0.977001695,SIM,
Queria ver tacarem bomba e bala nesses terroristas vagabundos em Brasília,1612228555559112705,0.9760479,SIM,SIM
"• Tras el ataque en Brasilia, crecen las sospechas sobre el rol de policías y militares en un país en el que las fuerzas de seguridad intervienen abiertamente en la disputa política",1613918416892469250,0.0027723942,NÃO,NÃO
"Gleen para de ser burro , vc e seu marido são homossexuais, se vocês tivesse la em Brasília na hora da invasão os bolsonaristas iriam dizer : deus , pátria e família, gays são aberração completa, iriam matar vocês 2 sem dúvidas \nPense nisso e para de defender esses lixos",1615875778008256513,0.98003737,SIM,SIM
@MarcoComanche https://t.co/qM1rX10dcm,1605688342645022725,0.00300501295,NÃO,NÃO
"@FaleiroAirton Coisa boa. Tomara que matem, destruam tudo. Acabem com Brasília. Bolsonaristas não são comunistas, terroristas, assassinos, ladrões, criminosos. ELES FALAM ISSO!",1602630413553438722,0.98470187,SIM,SIM
@LucianoGiusepp4 @MarciaP_RJ https://t.co/JfbDfgoqfY,1590916095434756096,0.00300085685,NÃO,NÃO
"Bolsonaristas do caralho, tem que morrer umas pragas dessa... Vai pra rua pedir liberdade"" e ""intervenção militar"" sendo que são coisas extremamente opostas. Vsf bando de pau no cu do caralho""",1587602327854354432,0.98470187,SIM,SIM
@NadjaLopes2 https://t.co/xHc1I84Zv3,1612276560827924482,0.00300281975,NÃO,NÃO
"Sala de situação da Secretaria da Saúde monitora impactos das manifestações.\n\nO diálogo realizado entre o Grupo de Ações Coordenadas (GRAC) e os manifestantes permitiu que os veículos da SES, com identificação, passassem pela barreiras.",1587927413131837440,0.00093089675,NÃO,NÃO
"Em sua primeira clausula, ela complementa: O Estado protegerá as manifestações culturais populares [...] de todos os grupos participantes do processo civilizatório nacional. """,1621010671487033346,8.619947e-05,NÃO,
"OS LIMITES DE NOSSA LEALDADE\n\nComo somos movidos a sentimentos, ao homem cabe dosar o grau das manifestações dos seus sentimentos, ou onde começa e quando terminam.",1609284356178317317,0.00101884325,NÃO,
todos esses terroristas q tão fazendo baderna em Brasília merecem é mt porrada mds todo dia esse povo enchendo o saco morram todos,1612187855530463233,0.9760479,SIM,
"Quando se trata de nossas manifestações e de imaginar o que queremos em nossas vidas, é extremamente importante ser específico e detalhado. Certifique-se de que você está imaginando e falando sobre tudo de uma maneira positiva, detalhada e edificante.",1601240100079169536,0.0013690458,NÃO,
queria jogar uma bomba nos bolsominions q tao manifestando hoje pedindo a porra da intervenção militar e explodir todos eles,1587892806701326342,0.98661214,SIM,SIM
Nada justifica https://t.co/kvC8ubuqML,1615431863807393793,0.00298178505,NÃO,NÃO
"@drpaulofaria22 Exagero?\nExagero é a PM bater recordes de balas perdidas em crianças negras. Matar um homem com gás dentro de um camburão, agredir professores em manifestações... VCS SÂO UMA CORJA DE SAFADOS!!!",1621936248158830599,0.97906527,NÃO,SIM
Que surpresa!!! https://t.co/9ZiewELxmI,1602394714841415697,0.0018036382,NÃO,NÃO
Não vai não!\nSe não houver intervenção Militar!\nNós iremos toca fogo com todos os comunistas dentro desta merda!\nSe não for para viver a Pátria Livre! Vou morrer pelo meu Brasil! Mais antes mando para o inferno um milhão de Comunistas FDP! https://t.co/bO0wLhlr2y https://t.co/azhXQSoQxn,1609261381554937858,0.977275995,SIM,SIM
"Bando de imbecil do caralho estão protestando por intervenção militar, literalmente pelo direito de não poderem mais protestar. Fascistas do caralho espero que morram na br",1587471960019189761,0.98470187,SIM,SIM
"🎈 🇺🇸 🇨🇳 Senador do Missouri Eric Schmitt: Estou pedindo uma investigação e exigindo respostas do administrador Biden sobre por que um balão espião chinês foi autorizado a pairar sobre a infraestrutura militar crítica no Missouri e no interior dos EUA sem qualquer intervenção""",1621867296418369537,0.00130321215,NÃO,NÃO
"Eu autorizo matar os terroristas de Brasília, pelo amor!! ❤️😻😊😍\n(É meme)",1612232225755389953,0.9760479,SIM,SIM
"tinham que tomar mta bala, cassetete e gás na cara nesses terroristas em Brasília… e digo mais, pra machucar!!",1612396721320902657,0.9760479,SIM,SIM
A rodovia BR-116/PR (Contorno Leste) apresenta fluxo normal em ambos os sentidos.\n\n-\n\n✅ ATENÇÃO! Não há pontos com bloqueios causados por manifestações ao longo das rodovias sob concessão da @Arteris_ALS.\n\n⛅Tempo parcialmente nublado,1612476014763933703,0.0007723759,NÃO,NÃO
"esses bolsonazis de merda q tão tumultuando na BR e pedindo intervenção militar tem q tomar bomba de gás, tiro de borracha e cacetada pra aprender na prática o q é o militarismo q eles tanto idolatram 🤮🤮🤮",1587570757508497409,0.97916877,SIM,SIM
intervenção militar ja!!! \npor favor mate todos os bolsonaristas 🥰🥰,1590728514877423616,0.974615305,SIM,SIM
"Criminalizaram as manifestações contra o ladrão, agora o governador viado do RS, @EduardoLeite_, quer prender quem foi do RS protestar em Brasília, morra engasgado com um pinto ditador desgraçado 🖕🖕🖕.",1612938309575053312,0.97583547,SIM,SIM
"Em 2016, a origem marroquina do vilarejo foi contada no documentário Mazagão - Porta do Mar, do Gavin Andrews, que abordou as manifestações culturais, costumes e tradições do povo mazaganense.",1617572754693451776,7.334704e-06,NÃO,NÃO
@blijvendQRvrij Dat plaatje komt uit 2018. https://t.co/NHMEqoPu0p,1588101476400123904,0.00286404651,NÃO,NÃO
"Eu acho que essas manifestações foram muito pensadas antes, porque são muito específicas em parar o trânsito, não permitir que as pessoas se movam de um lado para o outro. Se não fosse estratégico, as manifestações não seriam apenas nas rodovias e estradas.",1587516147469258752,0.0015095448,NÃO,NÃO
"Vergonhoso, quando é professor pedindo melhores salários a polícia sabe terminar com os protestos, agora contra vândalos e terroristas bolsonaristas eles vão tomar água de coco. Eu quero é bomba de gás, bala de borracha, esses escrotos merecem tomar cacete #Brazil #Brasilia",1612247905687027712,0.98568797,SIM,SIM
"@LulaOficial @edinhosilva PRESIDENTE POR FAVOR PRENDA OS TERRORISTAS NAZISTAS QUE ESTÃO EM BRASÍLIA NESTE EXATO MOMENTO!🥺🥺🥺😭😭. PODE MANDAR ATIRAR NELES, MATAR ELES, NÃO TEM PROBLEMA NÃO! MATA ESSES BOLSONARISTAS TERRORISTAS PRESIDENTE POR FAVOR!!🥺🥺🥺😭😭😭😭♥️❤️♥️🚩🇧🇷🚩🇧🇷🚩🇧🇷🚩🇧🇷🚩🚩💪🚩💪🚩💪🚩",1612182017466138625,0.98850322,SIM,SIM
Grandíssimo dia! 👍🏼 https://t.co/oWeYBSjTlk,1614017511275614215,0.00296247053,NÃO,NÃO
"Maluco pede intervenção militar, pra metralhar petista, enforcar ministro, matar comunista e ai vai preso e pede direitos humanos KKKKK",1612791913224044545,0.98470187,SIM,SIM
"A indicação surge num momento extremamente delicado na sociedade iraniana, que recentemente abalou o mundo com diversas manifestações lideradas por mulheres por Masha Amini, uma jovem iraniana que entrou em coma e faleceu depois de ter sido detida pela polícia da moralidade.",1588646760020611072,0.00109077095,NÃO,NÃO
eu espero que todos os terroristas de Brasília morram ainda hoje antes das 23:45,1612222952149229568,0.98729962,SIM,SIM
"Em um cenário de desaceleração econômica, inflação crescente, e PIB derretendo? Empresas fechando as portas, pessoas sendo demitidas a granel, e greves no setor público por possíveis atrasos nos pagamentos. Para eles as manifestações de rua são o pior pesadelo. Lembrem-se disso!",1589027295192571904,0.00257514765,NÃO,NÃO
"Depois das críticas da Fenapaf e de alguns jornalistas mais ou menos exaltados, parece que Abel Ferreira é o único branco, europeu, no meio de um universo de técnicos brasileiros marcados por características multi-étnicas e por suas manifestações de profunda polidez e elegância.",1620831796115144704,0.00037960068,NÃO,NÃO
A PM chega na favela sem pensar e mata um negro pq confundiu a quina da cama com arma. Chega em Brasília com vários golpistas terroristas quebrando o planalto e cometendo crimes e vão tomar água de coco?\n\nÉ bala neles,1612264285241053185,0.980493455,SIM,SIM
"@luu_viegas @77_frota Para bater em professor em manifestações lutando por educação de qualidade, pra matar preto, porque com os golpistas são extremamente complacentes",1611760793040875525,0.97480685,SIM,SIM
"§2O disposto neste artigo não se aplica à conduta individual ou coletiva de pessoas em manifestações políticas...visando a contestar, criticar, protestar...com o objetivo de defender direitos, garantias e liberdades constitucionais...",1587515656374722562,0.000972106,NÃO,NÃO
"Antes da desapropriação do terreno, o Seringal Mirim foi um abrigo para o nascimento de manifestações do sincretismo da cultura de matriz africana com símbolos religiosos católicos e indígenas.",1611137310975827970,5.9848725e-05,NÃO,NÃO
Tem que matar esses vagabundos em Brasília. Polícia e BOLSOMINIONS! PARASITAS! Militares bandidos apoiam esses vermes!!!! Passou da hora de juntar quem é contra esses terroristas e partir pra cima! Patriota de cu é rola!,1612165000126402560,0.98924732,SIM,SIM
"Intervenção militar só se for estrangeira aliada do verdadeiro Brasil pra matar esses militares traidores e depor toda essa corja comunista, aí apoio de fato. Saco cheio desses vermes.",1613300642516279298,0.98470187,SIM,SIM
"vocês sabiam que Acredita-se que a música tenha surgido há 50.000 anos, onde as primeiras manifestações tenham sido feitas no continente africano.",1605834352335675393,3.5587545e-05,NÃO,NÃO
A rodovia BR-116/PR (Contorno Leste) segue com fluxo normal em ambos os sentidos.\n\n-\n\n✅ ATENÇÃO! Não há pontos com bloqueios causados por manifestações ao longo das rodovias sob concessão da @Arteris_ALS.\n\n⛅Tempo parcialmente nublado,1612493891822882826,0.0007821509,NÃO,NÃO
"@CileneAlvesdaS4 @asvezesrebeca @AndreJanonesAdv Cadeia para os terroristas é pouco, eu quero sangue. Morte a todos que invadiram Brasília!",1612170500758724608,0.9760479,SIM,SIM
"Em sua quarta edição, a Festa das Águas é realizada pelo Instituto Rosa dos Ventos de Arte, com apoio da Secretaria de Cultura e Economia Criativa do DF, como uma das 5 manifestações populares que integram o Circuito Candango de Culturas Populares.",1621542662221225984,9.262706e-06,NÃO,NÃO
"Enquanto contemplamos a majestade de Seu trono, alto e sublime, vemos Seu caráter em suas manifestações de misericórdia, e compreendemos, como nunca dantes, a significação daquele título enternecedor: “Pai nosso”.",1606415310977998850,0.00094724555,NÃO,NÃO
"Bandidos terroristas Bolsonaristas estão queimando ônibus e carros, depredando e tentando invadir a sede da Polícia Federal em Brasília. \nComo são terroristas, só levaram spray de pimenta na cara.\n\nSe fossem professores, levariam bala de borracha e bomba de gás lacrimogêneo. https://t.co/xMKAp3z1lo",1612686812295888900,0.98120157,SIM,SIM
"@mterezavinhal @sudornelles Ele fez foi muito certo. A extrema direita cai de pau em esquerdistas que se atravessarem no caminho deles. Vi várias mulheres sendo espancadas em manifestações, outras sendo xingadas das coisas mais horríveis só pq vestiam vermelho. Fogo nos fascistas",1620191797090881537,0.98134154,SIM,SIM
"Olha a cada dia mas nojo tenho desses bolzominions, essa praga merece tudo morrer. Bando de terroristas, que se dizem pessoas de bem destruíram tudo Brasília. #TNC",1612197204264980486,0.97563613,SIM,SIM
"@GayerGus Todos sem exceção são terroristas. Planejaram bombas em Brasília. Atacaram com granadas, tiros e bombas a PF, atacando cidadãos por serem de esquerda. Atacam a democracia e a ordem. Nós não vamos ser reféns de bandidos, criminosos e fascistas. Talkei.",1612547406154895360,0.97995323,SIM,SIM
"Segundo a lei, não é permitido modificar as cores ou o lema da bandeira ao representá-la; apresentá-la em mau estado de conservação; usa-la como vestimenta, agasalhando-se nela, como visto em comemorações esportivas ou em manifestações de rua.",1607518157790404610,5.8636797e-05,NÃO,NÃO
"A potência do espaço não está sujeita a interações de qualquer forma de gravitação. Esse dom primal do Paraíso não é um nível factual de realidade, mas é o ancestral de todas as realidades não-espirituais funcionais relativas — todas as manifestações de força-energia.",1609712270661259264,0.00257579865,NÃO,NÃO
"Já pode jogar uma bomba nesses terroristas manifestantes de Brasília, mete bala de borracha nesses vagabundos",1612163984207261698,0.97563613,SIM,SIM
"Cada Bolsominion que atacou Brasília hoje deveria ser neutralizado. sem piedade. Este é um ataque a todos os homens, mulheres e crianças no Brasil. Que Deus proteja o @LulaOficial e castigue os bolsominions https://t.co/44AITkk6MQ",1612198844456132609,0.97947001,SIM,SIM
Eu quero saber pq um preto carregando o pé de uma cama pode ser morto pq pensam ser um fuzil e esses terroristas fdp em Brasília não pegam nem um cacetete no lombo,1612233279528206338,0.98470187,SIM,SIM
"A Praça 14 sempre sediou manifestações afro-brasileiras que também aconteciam em bairros extintos como a Costa da África, que ficava próximo ao antigo cemitério São José, atualmente a sede do Atlético Rio Negro Clube, na área central da cidade, e também no bairro Cachoeirinha.",1612948479164162048,1.376274e-07,NÃO,NÃO
MORTE A TODOS ESSES FILHOS DA PUTA DE BRASILIA!!! TERRORISTAS E POLICIAIS,1612223978642219008,0.98924732,SIM,SIM
"Esses caras não queriam tanto uma intervenção militar? Não são adoradores de nazistas e etc? Por mim colocava todo mundo no paredão e fuzilava. São terroristas. Fodam-se eles. Em comunidade colocam helicóptero largando bala, caveirão pra entrar atirando... faltou isso ontem.",1612577533966585857,0.98470187,SIM,SIM
Manifestações pacíficas são constitucionais e legítimas em uma democracia. O direito à greve também é um direito constitucional para quase todas as categorias de trabalhadores e empresários,1587526178134441986,0.0010874974,NÃO,NÃO
@AnonNovidades o google nao dá ideia de como dissipar manifestações poderiamos fazer uma enquete...\n( ) 1) jogar carrapato e piolho no gado;\n( ) 2) ir todo mundo vestido de gays e de religioes afro com a camisa do Brasil;\n( ) 3) mandar a policia soltar gás lacrimogenio e bomba neles...,1587601637295767552,0.97663945,SIM,SIM
El presidente de Brasil Luiz Inácio Lula da Silva recordó el intento de golpe de Estado que sufrió su gobierno el pasado 8 de enero y acusó a su antecesor Jair Bolsonaro de preparar el ataque de sus partidarios en los edificios del centro del poder en Brasilia,1621489268458758148,0.002607151334,NÃO,NÃO
"Se não tem prova concreta sobre fraude ou qualquer outra coisa envolvendo as eleições, então não há motivos para parar estradas e outras coisas que estão fazendo, muito menos pedir intervenção militar. Saiba expor sua indignação de maneira correta.",1587750773936488448,0.0013751376,NÃO,NÃO
gente nada me deixa mais revoltado do que ver merda de brasileiro pedindo intervenção militar que merda que tem na cabeça meu deus que gente burra mal caráter nojenta por mim podia morrer todos,1612208438129590272,0.98470187,SIM,SIM
"Além disso, a formação tem caráter participativo e teórico, abordando questões que envolvem a diversidade das juventudes e das manifestações culturais, cidadã, direito à cidade, questões étnico-raciais e de gênero.",1589968649993216003,0.0008213312,NÃO,NÃO
"É objetiva a Responsabilidade Civil do Estado em relação a profissional da imprensa ferido por agentes policiais durante cobertura jornalística, em manifestações em que haja tumulto ou conflitos entre policiais e manifestantes.",1613227025162186753,0.00121798225,NÃO,NÃO
"@GayerGus Tadinho dos TERRORISTAS!!! Destruíram Brasília, pediam GOLPE DE ESTADO, queriam a MORTE DE OPOSITORES políticos. Mas coitadinhos. É o mesmo povo do “bandido bom é bandido morto” então se deliciem com essas imagens!!!",1612672112443129856,0.97539702,SIM,SIM
"Terroristas apoiadores de Jair Bolsonaro, armados com um arsenal, tentaram explodir uma bomba no aeroporto de Brasília. Quantas pessoas precisarão morrer para que esses fascistas sejam rastreados, punidos e presos?",1607066805205438465,0.98470187,SIM,SIM
@IgrejaADMI @CelsoJFerreira @felipeneto Agente que conhece histora sabe como são as manifestações de Direita....olha a noite de cristais dos nazistas....as manifestações de Mussolini.....vcs são uns bandidos...deveriam ser fuzilados,1612614902799126528,0.98470187,SIM,SIM
"Em nota, o procurador ressalta ainda que o MP Militar acompanhou as manifestações em Manaus, as quais ele descreve como “protesto que pedia, entre canções cívicas e orações religiosas, a intervenção militar no resultado das últimas eleições democráticas ocorridas”.",1615064331019816962,0.0006269974,NÃO,NÃO
"Mensagem do nosso irmão de Infantaria/Tu 85 - ALMEIDA NETO, que atualmente mora em Joinville/SC: 👇🏼👇🏼👇🏼\nSenhores Generais e Comandantes\nTenho ido a todas as manifestações que estão ocorrendo frente ao 62o Batalhão de Infantaria,na cidade de Joinville SC,onde me encontro morando",1596911784883109889,0.00039158587,NÃO,NÃO
"Bolsonazis que não cansam de passar vergonha! Neste momento invadindo o congresso, pedindo intervenção militar! Merecem tiros, bombas e gás de pimenta na cara",1612169321777664002,0.97958732,SIM,SIM
"@PATRlOTAS O bolsonarismo é PODRE. Os terroristas bolsonaroistas que tentaram explodir um caminhão bomba em Brasília queriam dar de presente ao seu líder uma pilha de corpos de brasileiros mortos e estraçalhados. Pretendiam matar a mulheres, crianças, idosos, inocentes.",1607484853246623746,0.98222222,SIM,SIM
@alferdez https://t.co/KBElnl2fcG Entendés como se hace ?,1612396015968985089,0.00293427325,NÃO,NÃO
"Alguns conceitos importantes:\n➤ Autismo: é um distúrbio do neurodesenvolvimento caracterizado por desenvolvimento atípico, manifestações comportais, déficits na comunicação e na interação social.",1618309523005140993,0.00121652965,NÃO,NÃO
@ORicardoGustavo @tcdsensato melhor que um nazifascistas pedindo e quase implorando para a intervenção militar que vai espancar voces na porrada e na bala kkkkk,1587853686893867008,0.98470187,SIM,SIM
"Eu gosto dos pronunciamentos do Dino porque, como um estudioso do direito e ex juiz federal, ele estrutura suas manifestações em conceitos elementares de direito e cidadania. Muito bom.",1612550197023744025,0.00159833615,NÃO,NÃO
@PedroRonchi2 @marciav2015 https://t.co/xE6Hlfcg8L,1603451656334708736,0.00299542085,NÃO,NÃO
Tomara que todos os terroristas de Brasília hoje estejam mortos amanhã,1612166391288791040,0.98470187,SIM,SIM
"Sua manifestação não é medida pela validação do 3D. VOCÊ valida SUAS PRÓPRIAS manifestações. Se você diz que está feito, então está feito!",1618335655532318722,0.00137386,NÃO,NÃO
"Esses terroristas bolsonaristas la em Brasilia, puta merda morram",1612198030987468800,0.97916202,SIM,SIM
"Identificado por um vizinho, Claudio Emanoel da Silva Gomes é o homem procurado pela polícia, suspeito pela destruição do relógio que Dom João VI trouxe ao Brasil em 1808, durante a invasão do dia 8 de janeiro nos três poderes em Brasília.",1616507035318902785,8.496094e-06,NÃO,NÃO
MANO QUE OS BOLSONARISTAS TODOS MORRAM ATROPELADOS NESSAS PORRAS DE MANIFESTAÇÕES,1588527901410197506,0.97524285,SIM,SIM
Notícias sobre as manifestações por favor. Como está o de você está? Qual foi o efeito do relatório?,1590703053845716993,0.00192055935,NÃO,NÃO
