text,id,media,rotulo_maritaca
"Sala de situação da Secretaria da Saúde monitora impactos das manifestações.\n\nO diálogo realizado entre o Grupo de Ações Coordenadas (GRAC) e os manifestantes permitiu que os veículos da SES, com identificação, passassem pela barreiras.",1587927413131837440,0.00093089675,NÃO
"queria jogar uma bomba nos bolsominions q tao manifestando hoje pedindo a porra da intervenção militar e explodir todos eles",1587892806701326342,0.98661214,SIM
"Nada justifica <https://t.co/kvC8ubuqML>",1615431863807393793,0.00298178505,NÃO
"@drpaulofaria22 Exagero?\nExagero é a PM bater recordes de balas perdidas em crianças negras. Matar um homem com gás dentro de um camburão, agredir professores em manifestações... VCS SÃO UMA CORJA DE SAFADOS!!!",1621936248158830599,0.97906527,SIM
"Que surpresa!!! <https://t.co/9ZiewELxmI>",1602394714841415697,0.0018036382,NÃO
"Não vai não!\nSe não houver intervenção Militar!\nNós iremos toca fogo com todos os comunistas dentro desta merda!\nSe não for para viver a Pátria Livre! Vou morrer pelo meu Brasil! Mais antes mando para o inferno um milhão de Comunistas FDP! <https://t.co/bO0wLhlr2y> <https://t.co/azhXQSoQxn>",1609261381554937858,0.977275995,SIM
"Bando de imbecil do caralho estão protestando por intervenção militar, literalmente pelo direito de não poderem mais protestar. Fascistas do caralho espero que morram na br",1587471960019189761,0.98470187,SIM
"🎈 🇺🇸 🇨🇳 Senador do Missouri Eric Schmitt: ""Estou pedindo uma investigação e exigindo respostas do administrador Biden sobre por que um balão espião chinês foi autorizado a pairar sobre a infraestrutura militar crítica no Missouri e no interior dos EUA sem qualquer intervenção""",1621867296418369537,0.00130321215,NÃO
"Eu autorizo matar os terroristas de Brasília, pelo amor!! ❤️😻😊😍\n(É meme)",1612232225755389953,0.9760479,SIM
"tinham que tomar mta bala, cassetete e gás na cara nesses terroristas em Brasília... e digo mais, pra machucar!!",1612396721320902657,0.9760479,SIM
"A rodovia BR-116/PR (Contorno Leste) apresenta fluxo normal em ambos os sentidos.\n\n-\n\n✅ ATENÇÃO! Não há pontos com bloqueios causados por manifestações ao longo das rodovias sob concessão da @Arteris_ALS.\n\n⛅Tempo parcialmente nublado.",1612476014763933703,0.0007723759,NÃO
"esses bolsonazis de merda q tão tumultuando na BR e pedindo intervenção militar tem q tomar bomba de gás, tiro de borracha e cacetada pra aprender na prática o q é o militarismo q eles tanto idolatram 🤮🤮🤮",1587570757508497409,0.97916877,SIM
intervenção militar ja!!! \npor favor mate todos os bolsonaristas 🥰🥰,1590728514877423616,0.974615305,SIM
"Criminalizaram as manifestações contra o ladrão, agora o governador viado do RS, @EduardoLeite\_, quer prender quem foi do RS protestar em Brasília, morra engasgado com um pinto ditador desgraçado 🖕🖕🖕.",1612938309575053312,0.97583547,SIM
"Em 2016, a origem marroquina do vilarejo foi contada no documentário ""Mazagão,<Mazagão,Porta do Mar"", do Gavin Andrews, que abordou as manifestações culturais, costumes e tradições do povo mazaganense.",1617572754693451776,7.334704e-06,NÃO
"@blijvendQRvrij Dat plaatje komt uit 2018. <https://t.co/NHMEqoPu0p>",1588101476400123904,0.00286404651,NÃO
"Eu acho que essas manifestações foram muito pensadas antes, porque são muito específicas em parar o trânsito, não permitir que as pessoas se movam de um lado para o outro. Se não fosse estratégico, as manifestações não seriam apenas nas rodovias e estradas.",1587516147469258752,0.0015095448,NÃO
"Vergonhoso, quando é professor pedindo melhores salários a polícia sabe terminar com os protestos, agora contra vândalos e terroristas bolsonaristas eles vão tomar água de coco. Eu quero é bomba de gás, bala de borracha, esses escrotos merecem tomar cacete #Brazil #Brasilia",1612247905687027712,0.98568797,SIM
"@LulaOficial @edinhosilva PRESIDENTE POR FAVOR PRENDA OS TERRORISTAS NAZISTAS QUE ESTÃO EM BRASÍLIA NESTE EXATO MOMENTO!🥺🥺🥺😭😭. PODE MANDAR ATIRAR NELES, MATAR ELES, NÃO TEM PROBLEMA NÃO! MATA ESSES BOLSONARISTAS TERRORISTAS PRESIDENTE POR FAVOR!!🥺🥺🥺😭😭😭😭♥️❤️♥️🚩🇧🇷🚩🇧🇷🚩🇧🇷🚩🇧🇷🚩🚩💪🚩💪🚩💪🚩",1612182017466138625,0.98850322,SIM
"Grandíssimo dia! 👍🏼 <https://t.co/oWeYBSjTlk>",1614017511275614215,0.00296247053,NÃO
"Maluco pede intervenção militar, pra metralhar petista, enforcar ministro, matar comunista e ai vai preso e pede direitos humanos KKKK",1612791913224044545,0.98470187,SIM
"A indicação surge num momento extremamente delicado na sociedade iraniana, que recentemente abalou o mundo com diversas manifestações lideradas por mulheres por Masha Amini, uma jovem iraniana que entrou em coma e faleceu depois de ter sido detida pela polícia da moralidade.",1588646760020611072,0.00109077095,NÃO
"eu espero que todos os terroristas de Brasília morram ainda hoje antes das 23:45",1612222952149229568,0.98729962,SIM
"Em um cenário de desaceleração econômica, inflação crescente, e PIB derretendo? Empresas fechando as portas, pessoas sendo demitidas a granel, e greves no setor público por possíveis atrasos nos pagamentos. Para eles as manifestações de rua são o pior pesadelo. Lembrem-se disso!",1589027295192571904,0.00257514765,NÃO
"Depois das críticas da Fenapaf e de alguns jornalistas mais ou menos exaltados, parece que Abel Ferreira é o único branco, europeu, no meio de um universo de técnicos brasileiros marcados por características multi-étnicas e por suas manifestações de profunda polidez e elegância.",1620831796115144704,0.00037960068,NÃO
"A PM chega na favela sem pensar e mata um negro pq confundiu a quina da cama com arma. Chega em Brasília com vários golpistas terroristas quebrando o planalto e cometendo crimes e vão tomar água de coco?\n\nÉ bala neles",1612264285241053185,0.980493455,SIM
"@luu\_viegas @77\_frota Para bater em professor em manifestações lutando por educação de qualidade, pra matar preto, porque com os golpistas são extremamente complacentes",1611760793040875525,0.97480685,SIM
"""§2O disposto neste artigo não se aplica à conduta individual ou coletiva de pessoas em manifestações políticas...visando a contestar, criticar, protestar...com o objetivo de defender direitos, garantias e liberdades constitucionais...""",1587515656374722562,0.000972106,NÃO
"Antes da desapropriação do terreno, o Seringal Mirim foi um abrigo para o nascimento de manifestações do sincretismo da cultura de matriz africana com símbolos religiosos católicos e indígenas.",1611137310975827970,5.9848725e-05,NÃO
"Tem que matar esses vagabundos em Brasília. Polícia e BOLSOMINIONS! PARASITAS! Militares bandidos apoiam esses vermes!!!! Passou da hora de juntar quem é contra esses terroristas e partir pra cima! Patriota de cu é rola!",1612165000126402560,0.98924732,SIM
"Intervenção militar só se for estrangeira aliada do verdadeiro Brasil pra matar esses militares traidores e depor toda essa corja comunista, aí apoio de fato. Saco cheio desses vermes.",1613300642516279298,0.98470187,SIM
"vocês sabiam que Acredita-se que a música tenha surgido há 50.000 anos, onde as primeiras manifestações tenham sido feitas no continente africano.",1605834352335675393,3.5587545e-05,NÃO
"A rodovia BR-116/PR (Contorno Leste) segue com fluxo normal em ambos os sentidos.\n\n-\n\n✅ ATENÇÃO! Não há pontos com bloqueios causados por manifestações ao longo das rodovias sob concessão da @Arteris\_ALS.\n\n⛅Tempo parcialmente nublado.",1612493891822882826,0.0007821509,NÃO
"@CileneAlvesdaS4 @asvezesrebeca @AndreJanonesAdv Cadeia para os terroristas é pouco, eu quero sangue. Morte a todos que invadiram Brasília!",1612170500758724608,0.9760479,SIM
"Em sua quarta edição, a Festa das Águas é realizada pelo Instituto Rosa dos Ventos de Arte, com apoio da Secretaria de Cultura e Economia Criativa do DF, como uma das 5 manifestações populares que integram o Circuito Candango de Culturas Populares.",1621542662221225984,9.262706e-06,NÃO
"Enquanto contemplamos a majestade de Seu trono, alto e sublime, vemos Seu caráter em suas manifestações de misericórdia, e compreendemos, como nunca dantes, a significação daquele título enternecedor: "Pai nosso".",1606415310977998850,0.00094724555,NÃO
"Bandidos terroristas Bolsonaristas estão queimando ônibus e carros, depredando e tentando invadir a sede da Polícia Federal em Brasília. \nComo são terroristas, só levaram spray de pimenta na cara.\n\nSe fossem professores, levariam bala de borracha e bomba de gás lacrimogêneo. <https://t.co/xMKAp3z1lo>",1612686812295888900,0.98120157,SIM
"@mterezavinhal @sudornelles Ele fez foi muito certo. A extrema direita cai de pau em esquerdistas que se atravessarem no caminho deles. Vi várias mulheres sendo espancadas em manifestações, outras sendo xingadas das coisas mais horríveis só pq vestiam vermelho. Fogo nos fascistas",1620191797090881537,0.98134154,SIM
"Olha a cada dia mas nojo tenho desses bolzominions, essa praga merece tudo morrer. Bando de terroristas, que se dizem pessoas de bem destruíram tudo Brasília. #TNC",1612197204264980486,0.97563613,SIM
"tinham que tomar mta bala, cassetete e gás na cara nesses terroristas em Brasília... e digo mais, pra machucar!!",1612396721320902657,0.9760479,SIM
"A rodovia BR-116/PR (Contorno Leste) apresenta fluxo normal em ambos os sentidos.\n\n-\n\n✅ ATENÇÃO! Não há pontos com bloqueios causados por manifestações ao longo das rodovias sob concessão da @Arteris\_ALS.\n\n⛅Tempo parcialmente nublado.",1612476014763933703,0.0007723759,NÃO
"esses bolsonazis de merda q tão tumultuando na BR e pedindo intervenção militar tem q tomar bomba de gás, tiro de borracha e cacetada pra aprender na prática o q é o militarismo q eles tanto idolatram 🤮🤮🤮",1587570757508497409,0.97916877,SIM
"intervenção militar ja!!! \npor favor mate todos os bolsonaristas 🥰🥰",1590728514877423616,0.974615305,SIM
"Criminalizaram as manifestações contra o ladrão, agora o governador viado do RS, @EduardoLeite\_, quer prender quem foi do RS protestar em Brasília, morra engasgado com um pinto ditador desgraçado 🖕🖕🖕.",1612938309575053312,0.97583547,SIM
"Em 2016, a origem marroquina do vilarejo foi contada no documentário ""Mazagão - Porta do Mar"", do Gavin Andrews, que abordou as manifestações culturais, costumes e tradições do povo mazaganense.",1617572754693451776,7.334704e-06,NÃO
"@blijvendQRvrij Dat plaatje komt uit 2018. <https://t.co/NHMEqoPu0p>",1588101476400123904,0.00286404651,NÃO
"Eu acho que essas manifestações foram muito pensadas antes, porque são muito específicas em parar o trânsito, não permitir que as pessoas se movam de um lado para o outro. Se não fosse estratégico, as manifestações não seriam apenas nas rodovias e estradas.",1587516147469258752,0.0015095448,NÃO
"Vergonhoso, quando é professor pedindo melhores salários a polícia sabe terminar com os protestos, agora contra vândalos e terroristas bolsonaristas eles vão tomar água de coco. Eu quero é bomba de gás, bala de borracha, esses escrotos merecem tomar cacete #Brazil #Brasilia",1612247905687027712,0.98568797,SIM
"@LulaOficial @edinhosilva PRESIDENTE POR FAVOR PRENDA OS TERRORISTAS NAZISTAS QUE ESTÃO EM BRASÍLIA NESTE EXATO MOMENTO!🥺🥺🥺😭😭. PODE MANDAR ATIRAR NELES, MATAR ELES, NÃO TEM PROBLEMA NÃO! MATA ESSES BOLSONARISTAS TERRORISTAS PRESIDENTE POR FAVOR!!🥺🥺🥺😭😭😭😭♥️❤️♥️🚩🇧🇷🚩🇧🇷🚩🇧🇷🚩🇧🇷🚩🚩💪🚩💪🚩💪🚩",1612182017466138625,0.98850322,SIM
"Grandíssimo dia! 👍🏼 <https://t.co/oWeYBSjTlk>",1614017511275614215,0.00296247053,NÃO
"Maluco pede intervenção militar, pra metralhar petista, enforcar ministro, matar comunista e ai vai preso e pede direitos humanos KKKKK",1612791913224044545,0.98470187,SIM
"A indicação surge num momento extremamente delicado na sociedade iraniana, que recentemente abalou o mundo com diversas manifestações lideradas por mulheres por Masha Amini, uma jovem iraniana que entrou em coma e faleceu depois de ter sido detida pela polícia da moralidade.",1588646760020611072,0.00109077095,NÃO
"eu espero que todos os terroristas de Brasília morram ainda hoje antes das 23:45",1612222952149229568,0.98729962,SIM
"Em um cenário de desaceleração econômica, inflação crescente, e PIB derretendo? Empresas fechando as portas, pessoas sendo demitidas a granel, e greves no setor público por possíveis atrasos nos pagamentos. Para eles as manifestações de rua são o pior pesadelo. Lembrem-se disso!",1589027295192571904,0.00257514765,NÃO
"Depois das críticas da Fenapaf e de alguns jornalistas mais ou menos exaltados, parece que Abel Ferreira é o único branco, europeu, no meio de um universo de técnicos brasileiros marcados por características multi-étnicas e por suas manifestações de profunda polidez e elegância.",1620831796115144704,0.00037960068,NÃO
"A PM chega na favela sem pensar e mata um negro pq confundiu a quina da cama com arma. Chega em Brasília com vários golpistas terroristas quebrando o planalto e cometendo crimes e vão tomar água de coco?\n\nÉ bala neles",1612264285241053185,0.980493455,SIM
"@luu\_viegas @77\_frota Para bater em professor em manifestações lutando por educação de qualidade, pra matar preto, porque com os golpistas são extremamente complacentes",1611760793040875525,0.97480685,SIM
"""§2O disposto neste artigo não se aplica à conduta individual ou coletiva de pessoas em manifestações políticas...visando a contestar, criticar, protestar...com o objetivo de defender direitos, garantias e liberdades constitucionais...""",1587515656374722562,0.000972106,NÃO
"Antes da desapropriação do terreno, o Seringal Mirim foi um abrigo para o nascimento de manifestações do sincretismo da cultura de matriz africana com símbolos religiosos católicos e indígenas.",1611137310975827970,5.9848725e-05,NÃO
"Tem que matar esses vagabundos em Brasília. Polícia e BOLSOMINIONS! PARASITAS! Militares bandidos apoiam esses vermes!!!! Passou da hora de juntar quem é contra esses terroristas e partir pra cima! Patriota de cu é rola!",1612165000126402560,0.98924732,SIM
"Intervenção militar só se for estrangeira aliada do verdadeiro Brasil pra matar esses militares traidores e depor toda essa corja comunista, aí apoio de fato. Saco cheio desses vermes.",1613300642516279298,0.98470187,SIM
"vocês sabiam que Acredita-se que a música tenha surgido há 50.000 anos, onde as primeiras manifestações tenham sido feitas no continente africano.",1605834352335675393,3.5587545e-05,NÃO
"A rodovia BR-116/PR (Contorno Leste) segue com fluxo normal em ambos os sentidos.\n\n-\n\n✅ ATENÇÃO! Não há pontos com bloqueios causados por manifestações ao longo das rodovias sob concessão da @Arteris_ALS.\n\n⛅Tempo parcialmente nublado.",1612493891822882826,0.0007821509,NÃO
"@CileneAlvesdaS4 @asvezesrebeca @AndreJanonesAdv Cadeia para os terroristas é pouco, eu quero sangue. Morte a todos que invadiram Brasília!",1612170500758724608,0.9760479,SIM
"Em sua quarta edição, a Festa das Águas é realizada pelo Instituto Rosa dos Ventos de Arte, com apoio da Secretaria de Cultura e Economia Criativa do DF, como uma das 5 manifestações populares que integram o Circuito Candango de Culturas Populares.",1621542662221225984,9.262706e-06,NÃO
"Enquanto contemplamos a majestade de Seu trono, alto e sublime, vemos Seu caráter em suas manifestações de misericórdia, e compreendemos, como nunca dantes, a significação daquele título enternecedor: "Pai nosso".",1606415310977998850,0.00094724555,NÃO
"Bandidos terroristas Bolsonaristas estão queimando ônibus e carros, depredando e tentando invadir a sede da Polícia Federal em Brasília. \nComo são terroristas, só levaram spray de pimenta na cara.\n\nSe fossem professores, levariam bala de borracha e bomba de gás lacrimogêneo. <https://t.co/xMKAp3z1lo>",1612686812295888900,0.98120157,SIM
"@mterezavinhal @sudornelles Ele fez foi muito certo. A extrema direita cai de pau em esquerdistas que se atravessarem no caminho deles. Vi várias mulheres sendo espancadas em manifestações, outras sendo xingadas das coisas mais horríveis só pq vestiam vermelho. Fogo nos fascistas",1620191797090881537,0.98134154,SIM
"Olha a cada dia mas nojo tenho desses bolzominions, essa praga merece tudo morrer. Bando de terroristas, que se dizem pessoas de bem destruíram tudo Brasília. #TNC",1612197204264980486,0.97563613,SIM
"@GayerGus Todos sem exceção são terroristas. Planejaram bombas em Brasília. Atacaram com granadas, tiros e bombas a PF, atacando cidadãos por serem de esquerda. Atacam a democracia e a ordem. Nós não vamos ser reféns de bandidos, criminosos e fascistas. Talkei.",1612547406154895360,0.98129542,SIM
"Segundo a lei, não é permitido modificar as cores ou o lema da bandeira ao representá-la; apresentá-la em mau estado de conservação; usa-la como vestimenta, agasalhando-se nela, como visto em comemorações esportivas ou em manifestações de rua.",1607518157790404610,5.8636797e-05,NÃO
"A potência do espaço não está sujeita a interações de qualquer forma de gravitação. Esse dom primal do Paraíso não é um nível factual de realidade, mas é o ancestral de todas as realidades não-espirituais funcionais relativas — todas as manifestações de força-energia.",1609712270661259264,0.00257579865,NÃO
"Já pode jogar uma bomba nesses terroristas manifestantes de Brasília, mete bala de borracha nesses vagabundos",1612163984207261698,0.9760479,SIM
